biol_site_id,SAMPLE_ID,SAMPLE_DATE,SAMPLE_TYPE_DESCRIPTION,SAMPLE_METHOD_DESCRIPTION,SAMPLE_REASON,ANALYSIS_ID,DATE_OF_ANALYSIS,ANALYSIS_TYPE_DESCRIPTION,ANALYSIS_METHOD_DESCRIPTION,BMWP_N_TAXA,BMWP_TOTAL,BMWP_ASPT,CCI_N_TAXA,CCI_CS_TOTAL,CCI_ASPT,CSmax_CoS,BMWP_CoS,CCI_CoS,CCI,DEHLI_N_TAXA,DIS_TOTAL,DEHLI,EPSI_ML_S_GRP,EPSI_ML_ALL_GRP,EPSI_MIXED_LEVEL_SCORE,EPSI_S_GRP,EPSI_ALL_GRP,EPSI_FAMILY_SCORE,LIFE_N_TAXA,LIFE_SCORES_TOTAL,LIFE_FAMILY_INDEX,LIFE_SPECIES_N_TAXA,LIFE_SPECIES_SCORES_TOTAL,LIFE_SPECIES_INDEX,PSI_ML_AB,PSI_ML_ABCD,PSI_MIXED_LEVEL_SCORE,PSI_AB,PSI_ABCD,PSI_FAMILY_SCORE,WHPT_N_TAXA,WHPT_TOTAL,WHPT_ASPT,WHPT_NW_N_TAXA,WHPT_NW_TOTAL,WHPT_NW_ASPT
10784,769602,25/04/2018,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,760379,21/06/2018,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),28,192,6.86,23,40,1.74,3,7,7,12.17,28,165,5.89,29.52,32.1,91.96,21.24,23.92,88.8,28,226,8.07,35,300,8.57,59,70,84.29,48,61,78.69,32,237.1,7.41,32,230,7.19
10784,783639,17/09/2018,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,773847,25/10/2018,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),27,169,6.26,21,44,2.1,5,7,7,14.67,28,165,5.89,30.26,31.98,94.62,20.24,23.41,86.46,26,204,7.85,30,252,8.4,56,70,80,42,59,71.19,30,215.2,7.17,30,207.7,6.92
10784,794190,24/04/2019,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,787783,10/05/2019,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),32,231,7.22,42,92,2.19,5,10,10,21.9,32,199,6.22,38.54,40.26,95.73,23.76,25.7,92.45,31,250,8.06,49,417,8.51,92,103,89.32,54,64,84.38,36,274.5,7.63,36,270.4,7.51
10752,608150,06/05/2010,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,599625,07/05/2010,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),24,159,6.63,24,37,1.54,3,7,7,10.79,22,146,6.64,29.53,30.27,97.56,20.24,21.22,95.38,23,186,8.09,28,243,8.68,56,64,87.5,43,56,76.79,27,196.7,7.29,27,195.7,7.25
10752,613695,28/09/2010,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,606123,23/11/2010,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),26,164,6.31,23,43,1.87,5,7,7,13.09,23,147,6.39,27.53,29.24,94.15,18,18.98,94.84,25,197,7.88,30,247,8.23,52,64,81.25,43,54,79.63,29,200.3,6.91,29,197.1,6.8
10752,622983,28/04/2011,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,613362,03/05/2011,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),25,171,6.84,24,41,1.71,3,7,7,11.96,25,158,6.32,31.03,31.4,98.82,22.48,23.21,96.85,25,201,8.04,27,239,8.85,61,68,89.71,47,57,82.46,30,220,7.33,30,218,7.27
10752,629955,22/09/2011,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,619145,05/10/2011,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),20,123,6.15,17,26,1.53,5,5,5,7.65,17,106,6.24,18.02,19.62,91.85,13.52,14.99,90.19,19,150,7.89,20,166,8.3,41,51,80.39,32,44,72.73,22,148.1,6.73,22,145.6,6.62
10752,637821,28/05/2012,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,630418,02/10/2012,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),22,147,6.68,25,44,1.76,3,5,5,8.8,19,130,6.84,28.15,28.52,98.7,20.98,21.48,97.67,21,176,8.38,27,233,8.63,56,62,90.32,44,53,83.02,24,173.3,7.22,24,170.8,7.12
10752,642519,19/09/2012,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,633034,27/11/2012,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),20,131,6.55,16,22,1.38,3,5,5,6.88,18,120,6.67,21.9,22.64,96.73,16.26,16.99,95.7,19,161,8.47,19,165,8.68,42,48,87.5,39,46,84.78,23,161.3,7.01,23,158.8,6.9
10752,659215,26/04/2013,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,647798,20/06/2013,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),22,147,6.68,20,31,1.55,3,5,5,7.75,22,144,6.55,28.52,29.38,97.07,20.46,21.42,95.52,21,174,8.29,24,210,8.75,52,58,89.66,43,50,86,26,196.7,7.57,26,189.1,7.27
10752,665188,03/07/2013,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,656974,22/10/2013,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),22,144,6.55,20,30,1.5,3,5,5,7.5,21,143,6.81,27.66,28.89,95.74,19.99,21.43,93.28,21,178,8.48,24,207,8.63,53,60,88.33,44,51,86.27,26,185.8,7.15,26,182.4,7.02
10752,677565,20/09/2013,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,658178,30/10/2013,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),24,151,6.29,22,39,1.77,5,7,7,12.41,23,139,6.04,24.15,25.63,94.23,17.74,19.21,92.35,23,186,8.09,26,216,8.31,48,61,78.69,41,52,78.85,29,190.3,6.56,29,188.9,6.51
10752,692852,02/05/2014,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,677075,19/05/2014,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),24,164,6.83,23,45,1.96,3,7,7,13.7,27,161,5.96,28.03,28.4,98.7,19.72,20.45,96.43,23,189,8.22,30,253,8.43,61,68,89.71,42,51,82.35,28,204.6,7.31,28,200.9,7.18
10752,698842,03/09/2014,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,691073,07/01/2015,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),24,152,6.33,22,41,1.86,5,7,7,13.05,26,156,6,24.78,25.64,96.65,19.49,20.48,95.17,23,186,8.09,27,219,8.11,54,66,81.82,43,54,79.63,28,189.6,6.77,28,187.1,6.68
10752,717771,22/04/2015,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,709111,11/05/2015,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),24,157,6.54,19,34,1.79,5,7,7,12.53,25,149,5.96,30.53,30.9,98.8,24.22,24.96,97.04,23,190,8.26,27,235,8.7,62,70,88.57,46,60,76.67,28,201.3,7.19,28,197.7,7.06
10752,726109,28/09/2015,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,714577,02/10/2015,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),24,153,6.38,21,56,2.67,5,7,7,18.67,22,145,6.59,23.9,25.01,95.56,19.99,21.23,94.16,23,186,8.09,31,258,8.32,65,80,81.25,43,56,76.79,27,190.2,7.04,27,190.7,7.06
10752,737580,21/04/2016,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,727595,28/04/2016,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),24,165,6.88,16,28,1.75,5,7,7,12.25,24,151,6.29,24.02,24.39,98.48,19.48,20.21,96.39,23,186,8.09,23,198,8.61,49,53,92.45,42,49,85.71,28,207.2,7.4,28,202.3,7.23
10752,745784,20/09/2016,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,733327,29/09/2016,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),24,153,6.38,14,20,1.43,3,7,7,10,25,152,6.08,21.02,21.39,98.27,16.48,17.47,94.33,22,174,7.91,21,177,8.43,38,46,82.61,35,46,76.09,26,183.2,7.05,26,180.7,6.95
10752,756706,23/05/2017,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,744962,12/07/2017,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),20,132,6.6,15,18,1.2,3,5,5,6,18,114,6.33,20.4,20.77,98.22,16.75,17.48,95.82,19,155,8.16,22,189,8.59,42,47,89.36,35,43,81.4,21,146.9,7,21,143.2,6.82
10752,762213,12/10/2017,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,749563,10/11/2017,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),25,161,6.44,15,23,1.53,3,7,7,10.73,23,140,6.09,20.03,21.63,92.6,17.24,18.96,90.93,24,188,7.83,23,193,8.39,41,52,78.85,40,56,71.43,27,188.3,6.97,27,181.7,6.73
10752,769487,25/04/2018,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,757804,02/05/2018,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),24,170,7.08,23,45,1.96,5,7,7,13.7,25,157,6.28,32.29,33.15,97.41,19.96,20.69,96.47,23,185,8.04,31,271,8.74,66,74,89.19,42,53,79.25,27,207.3,7.68,27,200.6,7.43
10752,783155,11/09/2018,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,772240,05/10/2018,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),23,141,6.13,24,53,2.21,5,5,5,11.04,24,140,5.83,25.54,26.28,97.18,16.23,17.22,94.25,22,172,7.82,29,242,8.34,52,62,83.87,36,47,76.6,25,174.2,6.97,25,170.9,6.84
10752,793996,18/04/2019,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,792227,16/08/2019,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),25,174,6.96,26,50,1.92,3,7,7,13.46,29,180,6.21,34.66,35.4,97.91,22.22,22.95,96.82,25,205,8.2,35,297,8.49,75,84,89.29,47,57,82.46,29,219.3,7.56,29,216.1,7.45
10752,804958,20/11/2019,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,796863,07/01/2020,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),21,140,6.67,19,39,2.05,5,5,5,10.26,20,131,6.55,23.28,23.65,98.44,13.26,13.98,94.85,20,157,7.85,23,199,8.65,58,64,90.63,33,40,82.5,23,160.8,6.99,23,160,6.96
10707,656251,28/03/2013,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,658992,08/11/2013,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),21,149,7.1,12,21,1.75,3,5,5,8.75,18,128,7.11,15,15.74,95.3,16.71,17.44,95.81,20,167,8.35,17,149,8.76,32,37,86.49,36,43,83.72,24,189,7.88,24,188.3,7.85
10707,681284,15/11/2013,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,669606,15/11/2013,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,21,148,7.05,NA,NA,NA,NA,NA,NA,NA,17,117,6.88,1,1,100,14.48,14.48,100,19,155,8.16,NA,NA,NA,NA,2,0,33,37,89.19,23,185.1,8.05,23,183.3,7.97
10707,691761,04/04/2014,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,680526,25/07/2014,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),26,185,7.12,26,54,2.08,3,7,7,14.54,26,162,6.23,27.26,28.12,96.94,18.2,18.93,96.14,26,209,8.04,32,272,8.5,59,65,90.77,41,49,83.67,30,230.5,7.68,30,229.4,7.65
10707,699139,05/09/2014,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,692602,13/01/2015,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),24,165,6.88,22,48,2.18,5,7,7,15.27,25,164,6.56,28.79,29.53,97.49,18.25,18.75,97.33,23,189,8.22,26,231,8.88,59,64,92.19,44,52,84.62,27,219.4,8.13,27,213.6,7.91
10707,717778,22/04/2015,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,711029,06/07/2015,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),26,187,7.19,20,31,1.55,3,7,7,10.85,25,157,6.28,34.15,35.01,97.54,23.69,24.43,96.97,26,215,8.27,26,235,9.04,59,67,88.06,48,58,82.76,30,234,7.8,30,230.4,7.68
10707,728674,20/10/2015,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,717194,09/11/2015,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),21,139,6.62,18,37,2.06,5,5,5,10.28,20,132,6.6,20.89,21.26,98.26,13.24,13.49,98.15,20,162,8.1,24,208,8.67,47,51,92.16,33,39,84.62,22,165.8,7.54,22,166.1,7.55
10707,736716,08/04/2016,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,727404,25/04/2016,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),29,208,7.17,32,69,2.16,5,10,10,21.56,26,156,6,29.77,31.61,94.18,17.68,19.15,92.32,29,223,7.69,37,309,8.35,59,69,85.51,39,53,73.58,31,234.5,7.56,31,232.1,7.49
10707,746460,30/09/2016,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,734811,07/11/2016,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),20,137,6.85,15,30,2,5,5,5,10,18,127,7.06,16.28,16.28,100,11.01,11.01,100,20,157,7.85,21,175,8.33,38,41,92.68,31,35,88.57,22,165.8,7.54,22,168.6,7.66
10707,755050,24/04/2017,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,746311,09/08/2017,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),27,187,6.93,30,65,2.17,5,7,7,15.17,28,175,6.25,34.53,35.76,96.56,21.46,22.44,95.63,27,218,8.07,37,322,8.7,72,80,90,46,58,79.31,30,239.3,7.98,30,234,7.8
10707,762202,12/10/2017,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,749860,16/11/2017,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),20,141,7.05,12,25,2.08,5,5,5,10.42,18,127,7.06,16.27,16.27,100,12.23,12.23,100,19,155,8.16,17,149,8.76,34,37,91.89,32,37,86.49,21,165.2,7.87,21,168,8
10707,769593,26/04/2018,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,760284,14/06/2018,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),23,164,7.13,20,39,1.95,3,7,7,13.65,24,152,6.33,27.39,27.76,98.67,18.95,19.2,98.7,22,181,8.23,27,235,8.7,53,57,92.98,40,46,86.96,27,211.3,7.83,27,209.3,7.75
10707,783637,17/09/2018,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,773899,26/10/2018,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),24,168,7,22,46,2.09,5,7,7,14.64,26,157,6.04,22.29,22.29,100,14.75,15.48,95.28,23,182,7.91,27,224,8.3,53,56,94.64,35,44,79.55,28,213.9,7.64,28,215.7,7.7
10707,792855,03/04/2019,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,789187,22/05/2019,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),29,210,7.24,30,66,2.2,5,10,10,22,30,195,6.5,35.66,36.03,98.97,21.2,22.17,95.62,29,233,8.03,38,328,8.63,74,80,92.5,47,56,83.93,33,262.4,7.95,33,256.9,7.78
8314,608821,17/05/2010,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,600104,27/05/2010,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),19,107,5.63,15,22,1.47,5,5,5,7.33,16,77,4.81,14.75,15.36,96.03,9.76,11.47,85.09,19,144,7.58,18,150,8.33,32,38,84.21,27,39,69.23,23,137.1,5.96,23,134.7,5.86
8314,613488,23/09/2010,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,611613,01/03/2011,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),15,95,6.33,7,9,1.29,3,3,3,3.86,10,57,5.7,7,7,100,9.02,9.52,94.75,15,118,7.87,9,79,8.78,18,20,90,25,31,80.65,16,111.2,6.95,16,106.8,6.68
8314,623263,04/05/2011,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,614956,10/06/2011,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),19,113,5.95,13,23,1.77,5,5,5,8.85,14,77,5.5,10.5,11.36,92.43,8.27,8.76,94.41,18,137,7.61,16,134,8.38,28,33,84.85,27,37,72.97,20,126.1,6.31,20,126.1,6.31
8314,631297,19/10/2011,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,624843,16/01/2012,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,ACTUAL ABUNDANCE: Actual abundance of taxa in the sample,19,118,6.21,16,28,1.75,5,5,5,8.75,17,99,5.82,17.26,18.12,95.25,10.54,11.52,91.49,19,152,8,21,176,8.38,40,49,81.63,32,42,76.19,22,143.4,6.52,22,143.2,6.51
8314,635179,20/03/2012,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,637472,29/01/2013,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),22,134,6.09,19,32,1.68,5,5,5,8.42,19,106,5.58,25.77,26.26,98.13,16.02,17.26,92.82,23,187,8.13,25,216,8.64,50,58,86.21,46,57,80.7,24,158.3,6.6,24,153.1,6.38
8314,642961,08/10/2012,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,638389,11/02/2013,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),17,105,6.18,13,16,1.23,3,5,5,6.15,13,87,6.69,12.26,12.38,99.03,11.06,11.79,93.81,17,141,8.29,15,126,8.4,26,30,86.67,32,38,84.21,19,126.2,6.64,19,123.3,6.49
8314,653025,21/03/2013,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,645355,20/05/2013,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),26,166,6.38,27,53,1.96,5,7,7,13.74,26,151,5.81,28.76,30.48,94.36,17.99,19.7,91.32,27,216,8,33,282,8.55,63,70,90,48,59,81.36,29,200.7,6.92,29,195.7,6.75
8314,676632,21/10/2013,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,670492,05/02/2014,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),12,77,6.42,7,9,1.29,1,3,3,3.86,6,25,4.17,3.5,3.99,87.72,2.51,3.98,63.07,10,71,7.1,10,80,8,10,14,71.43,10,18,55.56,12,68,5.67,12,68.9,5.74
8314,686716,06/03/2014,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,697062,21/01/2015,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),21,138,6.57,20,25,1.25,3,5,5,6.25,19,106,5.58,18.13,19.11,94.87,12.75,13.98,91.2,21,167,7.95,22,186,8.45,38,42,90.48,35,42,83.33,22,153.7,6.99,22,152,6.91
8314,701786,25/09/2014,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,696922,20/01/2015,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),21,127,6.05,15,24,1.6,5,5,5,8,19,107,5.63,22.02,22.51,97.82,17.04,18.52,92.01,20,166,8.3,22,192,8.73,44,55,80,45,58,77.59,23,144.9,6.3,23,142,6.17
8314,720923,26/05/2015,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,710884,02/07/2015,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),18,120,6.67,17,31,1.82,5,5,5,9.12,19,106,5.58,22.15,22.89,96.77,17.73,18.23,97.26,18,157,8.72,20,180,9,44,45,97.78,41,47,87.23,22,149.5,6.8,22,145.2,6.6
8314,724800,10/09/2015,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,720462,29/12/2015,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),14,80,5.71,12,17,1.42,5,3,5,7.08,12,64,5.33,11.5,12.24,93.95,7.99,8.48,94.22,12,96,8,13,107,8.23,22,26,84.62,21,29,72.41,15,87.2,5.81,15,84.9,5.66
8314,736649,07/04/2016,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National Monitoring,734888,08/11/2016,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),22,136,6.18,22,35,1.59,5,5,5,7.95,19,106,5.58,20.38,22.34,91.23,13.49,15.19,88.81,21,167,7.95,26,218,8.38,42,50,84,34,45,75.56,24,161.1,6.71,24,156.1,6.5
